"","word","absolute.freqency","relative.frequency"
"profession","profession",36,0.00263466042154567
"role","role",36,0.00263466042154567
"shop","shop",36,0.00263466042154567
"vote","vote",36,0.00263466042154567
"abl","abl",35,0.00256147540983607
"born","born",35,0.00256147540983607
"cat","cat",35,0.00256147540983607
"council","council",35,0.00256147540983607
"cut","cut",35,0.00256147540983607
"epidem","epidem",35,0.00256147540983607
"experi","experi",35,0.00256147540983607
"five","five",35,0.00256147540983607
"fri","fri",35,0.00256147540983607
"handwash","handwash",35,0.00256147540983607
"infograph","infograph",35,0.00256147540983607
"leadership","leadership",35,0.00256147540983607
"medicaid","medicaid",35,0.00256147540983607
"north","north",35,0.00256147540983607
"notic","notic",35,0.00256147540983607
"prepareathon","prepareathon",35,0.00256147540983607
"quitlin","quitlin",35,0.00256147540983607
"radio","radio",35,0.00256147540983607
"shelter","shelter",35,0.00256147540983607
"trauma","trauma",35,0.00256147540983607
"tuberculosi","tuberculosi",35,0.00256147540983607
"tune","tune",35,0.00256147540983607
"wast","wast",35,0.00256147540983607
"wed","wed",35,0.00256147540983607
"blue","blue",34,0.00248829039812646
"candi","candi",34,0.00248829039812646
"chipublichealthp","chipublichealthp",34,0.00248829039812646
"east","east",34,0.00248829039812646
"especi","especi",34,0.00248829039812646
"fda","fda",34,0.00248829039812646
"game","game",34,0.00248829039812646
"germ","germ",34,0.00248829039812646
"goal","goal",34,0.00248829039812646
"green","green",34,0.00248829039812646
"guid","guid",34,0.00248829039812646
"healthychicago","healthychicago",34,0.00248829039812646
"hit","hit",34,0.00248829039812646
"labor","labor",34,0.00248829039812646
"leav","leav",34,0.00248829039812646
"morita","morita",34,0.00248829039812646
"must","must",34,0.00248829039812646
"prioriti","prioriti",34,0.00248829039812646
"remain","remain",34,0.00248829039812646
"status","status",34,0.00248829039812646
"win","win",34,0.00248829039812646
"farmer","farmer",33,0.00241510538641686
"frozen","frozen",33,0.00241510538641686
"generat","generat",33,0.00241510538641686
"hydrat","hydrat",33,0.00241510538641686
"listeria","listeria",33,0.00241510538641686
"meat","meat",33,0.00241510538641686
"med","med",33,0.00241510538641686
"messag","messag",33,0.00241510538641686
"milk","milk",33,0.00241510538641686
"non","non",33,0.00241510538641686
"pictur","pictur",33,0.00241510538641686
"playlist","playlist",33,0.00241510538641686
"pork","pork",33,0.00241510538641686
"skin","skin",33,0.00241510538641686
"substanc","substanc",33,0.00241510538641686
"upcom","upcom",33,0.00241510538641686
"alon","alon",32,0.00234192037470726
"alreadi","alreadi",32,0.00234192037470726
"america","america",32,0.00234192037470726
"approach","approach",32,0.00234192037470726
"calori","calori",32,0.00234192037470726
"chat","chat",32,0.00234192037470726
"clock","clock",32,0.00234192037470726
"commit","commit",32,0.00234192037470726
"conduct","conduct",32,0.00234192037470726
"congrat","congrat",32,0.00234192037470726
"coordin","coordin",32,0.00234192037470726
"enter","enter",32,0.00234192037470726
"factor","factor",32,0.00234192037470726
"greenvill","greenvill",32,0.00234192037470726
"heard","heard",32,0.00234192037470726
"household","household",32,0.00234192037470726
"main","main",32,0.00234192037470726
"major","major",32,0.00234192037470726
"map","map",32,0.00234192037470726
"mchenrycountyil","mchenrycountyil",32,0.00234192037470726
"money","money",32,0.00234192037470726
"natur","natur",32,0.00234192037470726
"necessari","necessari",32,0.00234192037470726
"pop","pop",32,0.00234192037470726
"process","process",32,0.00234192037470726
"research","research",32,0.00234192037470726
"respond","respond",32,0.00234192037470726
"review","review",32,0.00234192037470726
"snack","snack",32,0.00234192037470726
"sponsor","sponsor",32,0.00234192037470726
"teach","teach",32,0.00234192037470726
"tick","tick",32,0.00234192037470726
"urbana","urbana",32,0.00234192037470726
"weight","weight",32,0.00234192037470726
"anyon","anyon",31,0.00226873536299766
"app","app",31,0.00226873536299766
"closur","closur",31,0.00226873536299766
"coalit","coalit",31,0.00226873536299766
"convers","convers",31,0.00226873536299766
"diaper","diaper",31,0.00226873536299766
"enough","enough",31,0.00226873536299766
"foundat","foundat",31,0.00226873536299766
"half","half",31,0.00226873536299766
"hall","hall",31,0.00226873536299766
"immedi","immedi",31,0.00226873536299766
"king","king",31,0.00226873536299766
"lifestyl","lifestyl",31,0.00226873536299766
"nat","nat",31,0.00226873536299766
"occur","occur",31,0.00226873536299766
"outag","outag",31,0.00226873536299766
"pay","pay",31,0.00226873536299766
"prediabet","prediabet",31,0.00226873536299766
"rockford","rockford",31,0.00226873536299766
"south","south",31,0.00226873536299766
"town","town",31,0.00226873536299766
"transport","transport",31,0.00226873536299766
"anniversari","anniversari",30,0.00219555035128806
"batteri","batteri",30,0.00219555035128806
"burn","burn",30,0.00219555035128806
"buy","buy",30,0.00219555035128806
"certif","certif",30,0.00219555035128806
"crisi","crisi",30,0.00219555035128806
"dedic","dedic",30,0.00219555035128806
"diagnos","diagnos",30,0.00219555035128806
"electron","electron",30,0.00219555035128806
"foodsafeti","foodsafeti",30,0.00219555035128806
"guidelin","guidelin",30,0.00219555035128806
"insect","insect",30,0.00219555035128806
"item","item",30,0.00219555035128806
"made","made",30,0.00219555035128806
"name","name",30,0.00219555035128806
"nomin","nomin",30,0.00219555035128806
"pick","pick",30,0.00219555035128806
"popul","popul",30,0.00219555035128806
"potenti","potenti",30,0.00219555035128806
"specialist","specialist",30,0.00219555035128806
"summit","summit",30,0.00219555035128806
"transmit","transmit",30,0.00219555035128806
"whole","whole",30,0.00219555035128806
"addit","addit",29,0.00212236533957845
"almost","almost",29,0.00212236533957845
"counsel","counsel",29,0.00212236533957845
"design","design",29,0.00212236533957845
"doesn","doesn",29,0.00212236533957845
"egg","egg",29,0.00212236533957845
"exam","exam",29,0.00212236533957845
"extend","extend",29,0.00212236533957845
"eye","eye",29,0.00212236533957845
"fema","fema",29,0.00212236533957845
"festiv","festiv",29,0.00212236533957845
"jchd","jchd",29,0.00212236533957845
"lawrenc","lawrenc",29,0.00212236533957845
"nphwpic","nphwpic",29,0.00212236533957845
"remov","remov",29,0.00212236533957845
"smile","smile",29,0.00212236533957845
"stdmonth","stdmonth",29,0.00212236533957845
"stds","stds",29,0.00212236533957845
"surgeon","surgeon",29,0.00212236533957845
"throughout","throughout",29,0.00212236533957845
"yespic","yespic",29,0.00212236533957845
"yesterday","yesterday",29,0.00212236533957845
"accord","accord",28,0.00204918032786885
"afternoon","afternoon",28,0.00204918032786885
"ahead","ahead",28,0.00204918032786885
"antibiot","antibiot",28,0.00204918032786885
"bat","bat",28,0.00204918032786885
"beauti","beauti",28,0.00204918032786885
"bill","bill",28,0.00204918032786885
"consum","consum",28,0.00204918032786885
"expert","expert",28,0.00204918032786885
"expo","expo",28,0.00204918032786885
"garden","garden",28,0.00204918032786885
"handl","handl",28,0.00204918032786885
"mother","mother",28,0.00204918032786885
"network","network",28,0.00204918032786885
"parti","parti",28,0.00204918032786885
"real","real",28,0.00204918032786885
"registr","registr",28,0.00204918032786885
"result","result",28,0.00204918032786885
"salad","salad",28,0.00204918032786885
"send","send",28,0.00204918032786885
"strategi","strategi",28,0.00204918032786885
"teeth","teeth",28,0.00204918032786885
"thru","thru",28,0.00204918032786885
"vehicl","vehicl",28,0.00204918032786885
"bag","bag",27,0.00197599531615925
"boon","boon",27,0.00197599531615925
"campaign","campaign",27,0.00197599531615925
"chees","chees",27,0.00197599531615925
"chocol","chocol",27,0.00197599531615925
"depress","depress",27,0.00197599531615925
"determin","determin",27,0.00197599531615925
"mind","mind",27,0.00197599531615925
"navig","navig",27,0.00197599531615925
"parad","parad",27,0.00197599531615925
"plenti","plenti",27,0.00197599531615925
"quity","quity",27,0.00197599531615925
"rabi","rabi",27,0.00197599531615925
"salmonella","salmonella",27,0.00197599531615925
"stock","stock",27,0.00197599531615925
"sun","sun",27,0.00197599531615925
"tax","tax",27,0.00197599531615925
"understand","understand",27,0.00197599531615925
"attack","attack",26,0.00190281030444965
"basic","basic",26,0.00190281030444965
"career","career",26,0.00190281030444965
"code","code",26,0.00190281030444965
"collabor","collabor",26,0.00190281030444965
"dose","dose",26,0.00190281030444965
"earth","earth",26,0.00190281030444965
"earthquak","earthquak",26,0.00190281030444965
"environ","environ",26,0.00190281030444965
"form","form",26,0.00190281030444965
"four","four",26,0.00190281030444965
"givekaneavoic","givekaneavoic",26,0.00190281030444965
"illini","illini",26,0.00190281030444965
"partnership","partnership",26,0.00190281030444965
"pekin","pekin",26,0.00190281030444965
"poultri","poultri",26,0.00190281030444965
"ride","ride",26,0.00190281030444965
"seen","seen",26,0.00190281030444965
"spend","spend",26,0.00190281030444965
"temp","temp",26,0.00190281030444965
"tree","tree",26,0.00190281030444965
"worker","worker",26,0.00190281030444965
"black","black",25,0.00182962529274005
"boy","boy",25,0.00182962529274005
"breakfast","breakfast",25,0.00182962529274005
"church","church",25,0.00182962529274005
"committe","committe",25,0.00182962529274005
"cross","cross",25,0.00182962529274005
"damag","damag",25,0.00182962529274005
"dyk","dyk",25,0.00182962529274005
"establish","establish",25,0.00182962529274005
"forc","forc",25,0.00182962529274005
"gas","gas",25,0.00182962529274005
"highlight","highlight",25,0.00182962529274005
"hill","hill",25,0.00182962529274005
"identifi","identifi",25,0.00182962529274005
"incom","incom",25,0.00182962529274005
"john","john",25,0.00182962529274005
"joliet","joliet",25,0.00182962529274005
"mobil","mobil",25,0.00182962529274005
"pantri","pantri",25,0.00182962529274005
"peer","peer",25,0.00182962529274005
"precaut","precaut",25,0.00182962529274005
"realli","realli",25,0.00182962529274005
"regard","regard",25,0.00182962529274005
"resum","resum",25,0.00182962529274005
"rock","rock",25,0.00182962529274005
"sinc","sinc",25,0.00182962529274005
"strong","strong",25,0.00182962529274005
"trip","trip",25,0.00182962529274005
"usda","usda",25,0.00182962529274005
"voluntarili","voluntarili",25,0.00182962529274005
"wind","wind",25,0.00182962529274005
"woman","woman",25,0.00182962529274005
"advisori","advisori",24,0.00175644028103044
"amaz","amaz",24,0.00175644028103044
"approv","approv",24,0.00175644028103044
"bowl","bowl",24,0.00175644028103044
"bridg","bridg",24,0.00175644028103044
"cancel","cancel",24,0.00175644028103044
"carri","carri",24,0.00175644028103044
"chemic","chemic",24,0.00175644028103044
"clair","clair",24,0.00175644028103044
"cloth","cloth",24,0.00175644028103044
"favorit","favorit",24,0.00175644028103044
"gather","gather",24,0.00175644028103044
"grader","grader",24,0.00175644028103044
"hotlin","hotlin",24,0.00175644028103044
"infecti","infecti",24,0.00175644028103044
"llc","llc",24,0.00175644028103044
"norovirus","norovirus",24,0.00175644028103044
"nwe","nwe",24,0.00175644028103044
"plti","plti",24,0.00175644028103044
"routin","routin",24,0.00175644028103044
"rural","rural",24,0.00175644028103044
"sat","sat",24,0.00175644028103044
"situat","situat",24,0.00175644028103044
"sodium","sodium",24,0.00175644028103044
"speaker","speaker",24,0.00175644028103044
"tabl","tabl",24,0.00175644028103044
"teamtchd","teamtchd",24,0.00175644028103044
"uninsur","uninsur",24,0.00175644028103044
"univers","univers",24,0.00175644028103044
"valley","valley",24,0.00175644028103044
"african","african",23,0.00168325526932084
"apha","apha",23,0.00168325526932084
"bike","bike",23,0.00168325526932084
"bloomington","bloomington",23,0.00168325526932084
"camp","camp",23,0.00168325526932084
"can√","can√",23,0.00168325526932084
"client","client",23,0.00168325526932084
"connect","connect",23,0.00168325526932084
"construct","construct",23,0.00168325526932084
"dentist","dentist",23,0.00168325526932084
"done","done",23,0.00168325526932084
"farm","farm",23,0.00168325526932084
"foreign","foreign",23,0.00168325526932084
"general","general",23,0.00168325526932084
"global","global",23,0.00168325526932084
"grade","grade",23,0.00168325526932084
"groceri","groceri",23,0.00168325526932084
"injuri","injuri",23,0.00168325526932084
"label","label",23,0.00168325526932084
"longer","longer",23,0.00168325526932084
"luther","luther",23,0.00168325526932084
"martin","martin",23,0.00168325526932084
"mening","mening",23,0.00168325526932084
"nws","nws",23,0.00168325526932084
"perfect","perfect",23,0.00168325526932084
"pod","pod",23,0.00168325526932084
"pool","pool",23,0.00168325526932084
"qualifi","qualifi",23,0.00168325526932084
"self","self",23,0.00168325526932084
"sheriff","sheriff",23,0.00168325526932084
"smart","smart",23,0.00168325526932084
"stdmonthpic","stdmonthpic",23,0.00168325526932084
"sti","sti",23,0.00168325526932084
"stimonth","stimonth",23,0.00168325526932084
"swim","swim",23,0.00168325526932084
"brain","brain",22,0.00161007025761124
"brand","brand",22,0.00161007025761124
"coli","coli",22,0.00161007025761124
"dri","dri",22,0.00161007025761124
"ext","ext",22,0.00161007025761124
